"COUNTRY","Country","BIRTH","Place of birth","HATLEV1D","Educational attainment","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SWE","Sweden","NB","Native-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,86.7,,
"SWE","Sweden","NB","Native-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,81.8,,
"SWE","Sweden","NB","Native-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,82.1,,
"SWE","Sweden","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,92.4,,
"SWE","Sweden","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,92.9,,
"SWE","Sweden","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,92.8,,
"SWE","Sweden","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,93.3,,
"SWE","Sweden","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,93.3,,
"SWE","Sweden","NB","Native-born","H","High","2020","2020","PC","Percentage","0","Units",,,92.5,,
"SWE","Sweden","NB","Native-born","H","High","2021","2021","PC","Percentage","0","Units",,,90.9,,
"SWE","Sweden","NB","Native-born","H","High","2022","2022","PC","Percentage","0","Units",,,91.6,,
"CHE","Switzerland","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,85.6,,
"CHE","Switzerland","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,85.9,,
"CHE","Switzerland","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,86.1,,
"CHE","Switzerland","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,86.2,,
"CHE","Switzerland","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,86.8,,
"CHE","Switzerland","NB","Native-born","T","Total","2020","2020","PC","Percentage","0","Units",,,81.4,,
"CHE","Switzerland","NB","Native-born","T","Total","2021","2021","PC","Percentage","0","Units",,,81.5,,
"CHE","Switzerland","NB","Native-born","T","Total","2022","2022","PC","Percentage","0","Units",,,81.7,,
"CHE","Switzerland","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,66.4,,
"CHE","Switzerland","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,66.8,,
"CHE","Switzerland","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,67,,
"CHE","Switzerland","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,65.5,,
"CHE","Switzerland","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,65.7,,
"CHE","Switzerland","NB","Native-born","L","Low","2020","2020","PC","Percentage","0","Units",,,66.3,,
"CHE","Switzerland","NB","Native-born","L","Low","2021","2021","PC","Percentage","0","Units",,,54.8,,
"CHE","Switzerland","NB","Native-born","L","Low","2022","2022","PC","Percentage","0","Units",,,55,,
"CHE","Switzerland","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,83.5,,
"CHE","Switzerland","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,83.4,,
"CHE","Switzerland","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,83.3,,
"CHE","Switzerland","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,83.1,,
"CHE","Switzerland","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,84,,
"CHE","Switzerland","NB","Native-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,83.3,,
"CHE","Switzerland","NB","Native-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,80.7,,
"CHE","Switzerland","NB","Native-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,81.4,,
"CHE","Switzerland","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,91.3,,
"CHE","Switzerland","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,91.8,,
"CHE","Switzerland","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,91.9,,
"CHE","Switzerland","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,92,,
"CHE","Switzerland","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,92.3,,
"CHE","Switzerland","NB","Native-born","H","High","2020","2020","PC","Percentage","0","Units",,,91.8,,
"CHE","Switzerland","NB","Native-born","H","High","2021","2021","PC","Percentage","0","Units",,,91.4,,
"CHE","Switzerland","NB","Native-born","H","High","2022","2022","PC","Percentage","0","Units",,,91.3,,
"GBR","United Kingdom","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,78.5,,
"GBR","United Kingdom","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,79.1,,
"GBR","United Kingdom","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,79.8,,
"GBR","United Kingdom","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,80.2,,
"GBR","United Kingdom","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,80.8,,
"GBR","United Kingdom","NB","Native-born","T","Total","2021","2021","PC","Percentage","0","Units",,,75.4,,
"GBR","United Kingdom","NB","Native-born","T","Total","2022","2022","PC","Percentage","0","Units",,,75.5,,
"GBR","United Kingdom","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,62.3,,
"GBR","United Kingdom","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,65.2,,
"GBR","United Kingdom","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,67.2,,
"GBR","United Kingdom","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,67.7,,
"GBR","United Kingdom","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,67.3,,
"GBR","United Kingdom","NB","Native-born","L","Low","2020","2020","PC","Percentage","0","Units",,,65.1,,
"GBR","United Kingdom","NB","Native-born","L","Low","2021","2021","PC","Percentage","0","Units",,,55.4,,
"GBR","United Kingdom","NB","Native-born","L","Low","2022","2022","PC","Percentage","0","Units",,,53.5,,
"GBR","United Kingdom","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,79.3,,
"GBR","United Kingdom","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,80.1,,
"GBR","United Kingdom","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,80.7,,
"GBR","United Kingdom","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,81,,
"GBR","United Kingdom","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,81.4,,
"GBR","United Kingdom","NB","Native-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,80.2,,
"GBR","United Kingdom","NB","Native-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,77.6,,
"GBR","United Kingdom","NB","Native-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,77.8,,
"GBR","United Kingdom","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,87.2,,
"GBR","United Kingdom","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,86.8,,
"GBR","United Kingdom","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,86.4,,
"GBR","United Kingdom","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,87.1,,
"GBR","United Kingdom","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,87.6,,
"GBR","United Kingdom","NB","Native-born","H","High","2020","2020","PC","Percentage","0","Units",,,86.8,,
"GBR","United Kingdom","NB","Native-born","H","High","2021","2021","PC","Percentage","0","Units",,,87,,
"GBR","United Kingdom","NB","Native-born","H","High","2022","2022","PC","Percentage","0","Units",,,87.3,,
"USA","United States","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,73.7,,
"USA","United States","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,74.3,,
"USA","United States","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,74.9,,
"USA","United States","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,75.8,,
"USA","United States","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,76.3,,
"USA","United States","NB","Native-born","T","Total","2020","2020","PC","Percentage","0","Units",,,65.8,,
"USA","United States","NB","Native-born","T","Total","2021","2021","PC","Percentage","0","Units",,,67.8,,
"USA","United States","NB","Native-born","T","Total","2022","2022","PC","Percentage","0","Units",,,69.4,,
"USA","United States","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,46.2,,
"USA","United States","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,47.5,,
"USA","United States","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,47.4,,
"USA","United States","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,49,,
"USA","United States","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,49.5,,
"USA","United States","NB","Native-born","L","Low","2020","2020","PC","Percentage","0","Units",,,45.3,,
"USA","United States","NB","Native-born","L","Low","2021","2021","PC","Percentage","0","Units",,,29,,
"USA","United States","NB","Native-born","L","Low","2022","2022","PC","Percentage","0","Units",,,30.2,,
"USA","United States","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,69.1,,
"USA","United States","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,69.7,,
"USA","United States","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,70.2,,
"USA","United States","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,70.7,,
"USA","United States","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,71.3,,
"USA","United States","NB","Native-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,66.6,,
"USA","United States","NB","Native-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,65.4,,
"USA","United States","NB","Native-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,67.6,,
"USA","United States","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,82.3,,
"USA","United States","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,82.5,,
"USA","United States","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,83,,
"USA","United States","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,83.7,,
"USA","United States","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,83.9,,
"USA","United States","NB","Native-born","H","High","2020","2020","PC","Percentage","0","Units",,,80.5,,
"USA","United States","NB","Native-born","H","High","2021","2021","PC","Percentage","0","Units",,,81.6,,
"USA","United States","NB","Native-born","H","High","2022","2022","PC","Percentage","0","Units",,,83.1,,
"BRA","Brazil","NB","Native-born","T","Total","2000","2000","PC","Percentage","0","Units",,,54,,
"BRA","Brazil","NB","Native-born","L","Low","2000","2000","PC","Percentage","0","Units",,,49.3,,
"BRA","Brazil","NB","Native-born","H","High","2000","2000","PC","Percentage","0","Units",,,80.8,,
"CHL","Chile","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,70,,
"CHL","Chile","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,70.6,,
"CHL","Chile","NB","Native-born","T","Total","2020","2020","PC","Percentage","0","Units",,,61.6,,
"CHL","Chile","NB","Native-born","T","Total","2021","2021","PC","Percentage","0","Units",,,56.9,,
"CHL","Chile","NB","Native-born","T","Total","2022","2022","PC","Percentage","0","Units",,,60.4,,
"CHL","Chile","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,60.8,,
"CHL","Chile","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,61.2,,
"CHL","Chile","NB","Native-born","L","Low","2020","2020","PC","Percentage","0","Units",,,61.2,,
"CHL","Chile","NB","Native-born","L","Low","2021","2021","PC","Percentage","0","Units",,,61.2,,
"CHL","Chile","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,73.9,,
"CHL","Chile","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,74.1,,
"CHL","Chile","NB","Native-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,74.1,,
"CHL","Chile","NB","Native-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,74.1,,
"CHL","Chile","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,82.1,,
"CHL","Chile","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,82.2,,
"CHL","Chile","NB","Native-born","H","High","2020","2020","PC","Percentage","0","Units",,,82.2,,
"CHL","Chile","NB","Native-born","H","High","2021","2021","PC","Percentage","0","Units",,,82.2,,
"EST","Estonia","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,79.6,,
"EST","Estonia","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,79.2,,
"EST","Estonia","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,81.1,,
"EST","Estonia","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,81.7,,
"EST","Estonia","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,82.1,,
"EST","Estonia","NB","Native-born","T","Total","2020","2020","PC","Percentage","0","Units",,,73.9,,
"EST","Estonia","NB","Native-born","T","Total","2021","2021","PC","Percentage","0","Units",,,74.3,,
"EST","Estonia","NB","Native-born","T","Total","2022","2022","PC","Percentage","0","Units",,,76.6,,
"EST","Estonia","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,58.8,,
"EST","Estonia","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,61.9,,
"EST","Estonia","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,65.5,,
"EST","Estonia","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,66.2,,
"EST","Estonia","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,62.3,,
"EST","Estonia","NB","Native-born","L","Low","2020","2020","PC","Percentage","0","Units",,,62.9,,
"EST","Estonia","NB","Native-born","L","Low","2021","2021","PC","Percentage","0","Units",,,39.5,,
"EST","Estonia","NB","Native-born","L","Low","2022","2022","PC","Percentage","0","Units",,,42.8,,
"EST","Estonia","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,78.8,,
"EST","Estonia","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,77.8,,
"EST","Estonia","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,79.9,,
"EST","Estonia","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,81.5,,
"EST","Estonia","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,81.9,,
"EST","Estonia","NB","Native-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,80.1,,
"EST","Estonia","NB","Native-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,76.7,,
"EST","Estonia","NB","Native-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,79.8,,
"EST","Estonia","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,87.4,,
"EST","Estonia","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,86.4,,
"EST","Estonia","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,87.1,,
"EST","Estonia","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,86.3,,
"EST","Estonia","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,87.5,,
"EST","Estonia","NB","Native-born","H","High","2020","2020","PC","Percentage","0","Units",,,86.6,,
"EST","Estonia","NB","Native-born","H","High","2021","2021","PC","Percentage","0","Units",,,89.1,,
"EST","Estonia","NB","Native-born","H","High","2022","2022","PC","Percentage","0","Units",,,89.7,,
"IDN","Indonesia","NB","Native-born","T","Total","2000","2000","PC","Percentage","0","Units",,,66.1,,
"IDN","Indonesia","NB","Native-born","L","Low","2000","2000","PC","Percentage","0","Units",,,66.4,,
"IDN","Indonesia","NB","Native-born","H","High","2000","2000","PC","Percentage","0","Units",,,78.8,,
"ISR","Israel","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,75,,
"ISR","Israel","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,75.1,,
"ISR","Israel","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,75.7,,
"ISR","Israel","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,76.3,,
"ISR","Israel","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,76.5,,
"ISR","Israel","NB","Native-born","T","Total","2020","2020","PC","Percentage","0","Units",,,64.1,,
"ISR","Israel","NB","Native-born","T","Total","2021","2021","PC","Percentage","0","Units",,,64.1,,
"ISR","Israel","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,43.5,,
"ISR","Israel","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,43,,
"ISR","Israel","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,44.6,,
"ISR","Israel","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,45.2,,
"ISR","Israel","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,45,,
"ISR","Israel","NB","Native-born","L","Low","2020","2020","PC","Percentage","0","Units",,,41.9,,
"ISR","Israel","NB","Native-born","L","Low","2021","2021","PC","Percentage","0","Units",,,41.9,,
"ISR","Israel","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,72.4,,
"ISR","Israel","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,71.4,,
"ISR","Israel","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,71.6,,
"ISR","Israel","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,72.1,,
"ISR","Israel","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,72,,
"ISR","Israel","NB","Native-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,69.2,,
"ISR","Israel","NB","Native-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,69.2,,
"ISR","Israel","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,87.5,,
"ISR","Israel","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,87.7,,
"ISR","Israel","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,87.8,,
"ISR","Israel","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,88.5,,
"ISR","Israel","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,88.5,,
"ISR","Israel","NB","Native-born","H","High","2020","2020","PC","Percentage","0","Units",,,87.5,,
"ISR","Israel","NB","Native-born","H","High","2021","2021","PC","Percentage","0","Units",,,87.4,,
"RUS","Russia","NB","Native-born","T","Total","2000","2000","PC","Percentage","0","Units",,,57.9,,
"RUS","Russia","NB","Native-born","L","Low","2000","2000","PC","Percentage","0","Units",,,30.1,,
"RUS","Russia","NB","Native-born","H","High","2000","2000","PC","Percentage","0","Units",,,79.1,,
"SVN","Slovenia","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,72.3,,
"SVN","Slovenia","NB","Native-born","T","Total","2016","2016","PC","Percentage","0","Units",,,73.2,,
"SVN","Slovenia","NB","Native-born","T","Total","2017","2017","PC","Percentage","0","Units",,,76,,
"SVN","Slovenia","NB","Native-born","T","Total","2018","2018","PC","Percentage","0","Units",,,78.1,,
"SVN","Slovenia","NB","Native-born","T","Total","2019","2019","PC","Percentage","0","Units",,,79.4,,
"SVN","Slovenia","NB","Native-born","T","Total","2020","2020","PC","Percentage","0","Units",,,70.2,,
"SVN","Slovenia","NB","Native-born","T","Total","2021","2021","PC","Percentage","0","Units",,,71.9,,
"SVN","Slovenia","NB","Native-born","T","Total","2022","2022","PC","Percentage","0","Units",,,73.7,,
"SVN","Slovenia","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,48.9,,
"SVN","Slovenia","NB","Native-born","L","Low","2016","2016","PC","Percentage","0","Units",,,43.8,,
"SVN","Slovenia","NB","Native-born","L","Low","2017","2017","PC","Percentage","0","Units",,,48.4,,
"SVN","Slovenia","NB","Native-born","L","Low","2018","2018","PC","Percentage","0","Units",,,49.5,,
"SVN","Slovenia","NB","Native-born","L","Low","2019","2019","PC","Percentage","0","Units",,,48.9,,
"SVN","Slovenia","NB","Native-born","L","Low","2020","2020","PC","Percentage","0","Units",,,46.5,,
"SVN","Slovenia","NB","Native-born","L","Low","2021","2021","PC","Percentage","0","Units",,,29.3,,
"SVN","Slovenia","NB","Native-born","L","Low","2022","2022","PC","Percentage","0","Units",,,28.7,,
"SVN","Slovenia","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,69.8,,
"SVN","Slovenia","NB","Native-born","M","Medium","2016","2016","PC","Percentage","0","Units",,,71.7,,
"SVN","Slovenia","NB","Native-born","M","Medium","2017","2017","PC","Percentage","0","Units",,,74.1,,
"SVN","Slovenia","NB","Native-born","M","Medium","2018","2018","PC","Percentage","0","Units",,,76.3,,
"SVN","Slovenia","NB","Native-born","M","Medium","2019","2019","PC","Percentage","0","Units",,,77.1,,
"SVN","Slovenia","NB","Native-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,75.9,,
"SVN","Slovenia","NB","Native-born","M","Medium","2021","2021","PC","Percentage","0","Units",,,69.7,,
"SVN","Slovenia","NB","Native-born","M","Medium","2022","2022","PC","Percentage","0","Units",,,72.6,,
"SVN","Slovenia","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,84.9,,
"SVN","Slovenia","NB","Native-born","H","High","2016","2016","PC","Percentage","0","Units",,,85.6,,
"SVN","Slovenia","NB","Native-born","H","High","2017","2017","PC","Percentage","0","Units",,,87.6,,
"SVN","Slovenia","NB","Native-born","H","High","2018","2018","PC","Percentage","0","Units",,,89.5,,
"SVN","Slovenia","NB","Native-born","H","High","2019","2019","PC","Percentage","0","Units",,,90.8,,
"SVN","Slovenia","NB","Native-born","H","High","2020","2020","PC","Percentage","0","Units",,,90.7,,
"SVN","Slovenia","NB","Native-born","H","High","2021","2021","PC","Percentage","0","Units",,,88.9,,
"SVN","Slovenia","NB","Native-born","H","High","2022","2022","PC","Percentage","0","Units",,,90.1,,
"ZAF","South Africa","NB","Native-born","T","Total","2007","2007","PC","Percentage","0","Units",,,36.3,,
"ZAF","South Africa","NB","Native-born","L","Low","2007","2007","PC","Percentage","0","Units",,,27.8,,
"ZAF","South Africa","NB","Native-born","H","High","2007","2007","PC","Percentage","0","Units",,,79.9,,
"EU27","European Union (27 countries)","NB","Native-born","T","Total","2007","2007","PC","Percentage","0","Units",,,72.1,,
"EU27","European Union (27 countries)","NB","Native-born","T","Total","2008","2008","PC","Percentage","0","Units",,,72.6,,
"EU27","European Union (27 countries)","NB","Native-born","T","Total","2009","2009","PC","Percentage","0","Units",,,71.6,,
"EU27","European Union (27 countries)","NB","Native-born","T","Total","2010","2010","PC","Percentage","0","Units",,,71.3,,
"EU27","European Union (27 countries)","NB","Native-born","T","Total","2011","2011","PC","Percentage","0","Units",,,71.3,,
"EU27","European Union (27 countries)","NB","Native-born","T","Total","2012","2012","PC","Percentage","0","Units",,,71.4,,
"EU27","European Union (27 countries)","NB","Native-born","L","Low","2007","2007","PC","Percentage","0","Units",,,55.6,,
"EU27","European Union (27 countries)","NB","Native-born","L","Low","2008","2008","PC","Percentage","0","Units",,,55.3,,
"EU27","European Union (27 countries)","NB","Native-born","L","Low","2009","2009","PC","Percentage","0","Units",,,53.4,,
"EU27","European Union (27 countries)","NB","Native-born","L","Low","2010","2010","PC","Percentage","0","Units",,,52.5,,
"EU27","European Union (27 countries)","NB","Native-born","L","Low","2011","2011","PC","Percentage","0","Units",,,52,,
"EU27","European Union (27 countries)","NB","Native-born","L","Low","2012","2012","PC","Percentage","0","Units",,,51.4,,
"EU27","European Union (27 countries)","NB","Native-born","M","Medium","2007","2007","PC","Percentage","0","Units",,,74.8,,
"EU27","European Union (27 countries)","NB","Native-born","M","Medium","2008","2008","PC","Percentage","0","Units",,,75.1,,
"EU27","European Union (27 countries)","NB","Native-born","M","Medium","2009","2009","PC","Percentage","0","Units",,,73.8,,
"EU27","European Union (27 countries)","NB","Native-born","M","Medium","2010","2010","PC","Percentage","0","Units",,,73.3,,
"EU27","European Union (27 countries)","NB","Native-born","M","Medium","2011","2011","PC","Percentage","0","Units",,,73.2,,
"EU27","European Union (27 countries)","NB","Native-born","M","Medium","2012","2012","PC","Percentage","0","Units",,,73.3,,
"EU27","European Union (27 countries)","NB","Native-born","H","High","2007","2007","PC","Percentage","0","Units",,,86.3,,
"EU27","European Union (27 countries)","NB","Native-born","H","High","2008","2008","PC","Percentage","0","Units",,,86.1,,
"EU27","European Union (27 countries)","NB","Native-born","H","High","2009","2009","PC","Percentage","0","Units",,,85.4,,
"EU27","European Union (27 countries)","NB","Native-born","H","High","2010","2010","PC","Percentage","0","Units",,,85,,
"EU27","European Union (27 countries)","NB","Native-born","H","High","2011","2011","PC","Percentage","0","Units",,,84.9,,
"EU27","European Union (27 countries)","NB","Native-born","H","High","2012","2012","PC","Percentage","0","Units",,,84.7,,
"TUR","Türkiye","FB","Foreign-born","T","Total","2015","2015","PC","Percentage","0","Units",,,46.2,,
"TUR","Türkiye","FB","Foreign-born","T","Total","2020","2020","PC","Percentage","0","Units",,,40.1,,
"TUR","Türkiye","FB","Foreign-born","L","Low","2015","2015","PC","Percentage","0","Units",,,36,,
"TUR","Türkiye","FB","Foreign-born","L","Low","2020","2020","PC","Percentage","0","Units",,,35.3,,
"TUR","Türkiye","FB","Foreign-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,49.8,,
"TUR","Türkiye","FB","Foreign-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,42.8,,
"TUR","Türkiye","FB","Foreign-born","H","High","2015","2015","PC","Percentage","0","Units",,,60.6,,
"TUR","Türkiye","FB","Foreign-born","H","High","2020","2020","PC","Percentage","0","Units",,,53.2,,
"TUR","Türkiye","NB","Native-born","T","Total","2015","2015","PC","Percentage","0","Units",,,55.2,,
"TUR","Türkiye","NB","Native-born","T","Total","2020","2020","PC","Percentage","0","Units",,,47.7,,
"TUR","Türkiye","NB","Native-born","L","Low","2015","2015","PC","Percentage","0","Units",,,47.9,,
"TUR","Türkiye","NB","Native-born","L","Low","2020","2020","PC","Percentage","0","Units",,,44.2,,
"TUR","Türkiye","NB","Native-born","M","Medium","2015","2015","PC","Percentage","0","Units",,,62.5,,
"TUR","Türkiye","NB","Native-born","M","Medium","2020","2020","PC","Percentage","0","Units",,,57.8,,
"TUR","Türkiye","NB","Native-born","H","High","2015","2015","PC","Percentage","0","Units",,,76.7,,
"TUR","Türkiye","NB","Native-born","H","High","2020","2020","PC","Percentage","0","Units",,,72,,
"EU28","European Union (28 countries)","FB","Foreign-born","T","Total","2003","2003","PC","Percentage","0","Units",,,65,,
"EU28","European Union (28 countries)","FB","Foreign-born","T","Total","2004","2004","PC","Percentage","0","Units",,,65.1,,
"EU28","European Union (28 countries)","FB","Foreign-born","T","Total","2005","2005","PC","Percentage","0","Units",,,66.4,,
"EU28","European Union (28 countries)","FB","Foreign-born","T","Total","2006","2006","PC","Percentage","0","Units",,,67.6,,
"EU28","European Union (28 countries)","FB","Foreign-born","T","Total","2007","2007","PC","Percentage","0","Units",,,68.6,,
"EU28","European Union (28 countries)","FB","Foreign-born","T","Total","2008","2008","PC","Percentage","0","Units",,,67.9,,
"EU28","European Union (28 countries)","FB","Foreign-born","T","Total","2009","2009","PC","Percentage","0","Units",,,65.8,,
"EU28","European Union (28 countries)","FB","Foreign-born","T","Total","2010","2010","PC","Percentage","0","Units",,,65.7,,
